County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,% of Total Deaths
"Franklin County, NC",37069,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,630,69685,904.1,833.5,974.7,36,749.6,689.7,809.5,0.0%
"Gaston County, NC",37071,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,224529,14.7,10.1,20.6,2.6,15.1,10.4,21.4,0.0%
"Gaston County, NC",37071,Alcohol-induced causes,A,All other alcohol-induced causes,A9,24,224529,10.7,6.8,15.9,2.2,9.3,5.9,14,0.0%
"Gaston County, NC",37071,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2416,224529,1076,1033.1,1118.9,21.9,901,864.5,937.5,0.1%
"Gates County, NC",37073,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,136,11562,1176.3,978.6,1374,100.9,840.2,690.4,989.9,0.0%
"Graham County, NC",37075,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,114,8441,1350.6,1102.6,1598.5,126.5,789.2,635.9,942.6,0.0%
"Granville County, NC",37077,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,60443,Unreliable,7.9,30.4,5.2,Unreliable,8.5,32.6,0.0%
"Granville County, NC",37077,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,550,60443,909.9,833.9,986,38.8,712.7,652,773.5,0.0%
"Greene County, NC",37079,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,203,21069,963.5,831,1096,67.6,797,685,909.1,0.0%
"Guilford County, NC",37081,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,121,537174,22.5,18.5,26.5,2,23.2,19,27.5,0.0%
"Guilford County, NC",37081,Alcohol-induced causes,A,All other alcohol-induced causes,A9,69,537174,12.8,10,16.3,1.5,11.3,8.7,14.4,0.0%
"Guilford County, NC",37081,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,4529,537174,843.1,818.6,867.7,12.5,732.3,710.7,754,0.2%
"Halifax County, NC",37083,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,50010,Unreliable,16.8,49.5,7.7,Unreliable,19.4,59.6,0.0%
"Halifax County, NC",37083,Alcohol-induced causes,A,All other alcohol-induced causes,A9,12,50010,Unreliable,12.4,41.9,6.9,Unreliable,10,35.9,0.0%
"Halifax County, NC",37083,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,674,50010,1347.7,1246,1449.5,51.9,922.7,849.7,995.7,0.0%
"Harnett County, NC",37085,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,41,135976,30.2,21.6,40.9,4.7,30.1,21.5,41,0.0%
"Harnett County, NC",37085,Alcohol-induced causes,A,All other alcohol-induced causes,A9,11,135976,Unreliable,4,14.5,2.4,Unreliable,3.6,13,0.0%
"Harnett County, NC",37085,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1009,135976,742,696.3,787.8,23.4,788.6,738.9,838.2,0.0%
"Haywood County, NC",37087,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,62317,35.3,22.1,53.4,7.5,37.1,22.3,57.9,0.0%
"Haywood County, NC",37087,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,62317,Unreliable,7.7,29.5,5.1,Unreliable,7.9,32.9,0.0%
"Haywood County, NC",37087,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,802,62317,1287,1197.9,1376,45.4,758.9,703.8,814,0.0%
"Henderson County, NC",37089,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,117417,Unreliable,7.2,21.1,3.3,Unreliable,7.8,24.1,0.0%
"Henderson County, NC",37089,Alcohol-induced causes,A,All other alcohol-induced causes,A9,18,117417,Unreliable,9.1,24.2,3.6,Unreliable,6.4,18.8,0.0%
"Henderson County, NC",37089,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1421,117417,1210.2,1147.3,1273.1,32.1,679.1,641.4,716.8,0.0%
"Hertford County, NC",37091,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,292,23677,1233.3,1091.8,1374.7,72.2,825.8,728.2,923.4,0.0%
"Hoke County, NC",37093,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,55234,Unreliable,8.7,33.3,5.7,Unreliable,9.2,35.2,0.0%
"Hoke County, NC",37093,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,358,55234,648.2,581,715.3,34.3,792.5,706.3,878.8,0.0%
"Hyde County, NC",37095,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,64,4937,1296.3,998.3,1655.4,162,831,629.4,1076.7,0.0%
"Iredell County, NC",37097,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,181806,12.1,7.6,18.3,2.6,12.4,7.7,19,0.0%
"Iredell County, NC",37097,Alcohol-induced causes,A,All other alcohol-induced causes,A9,20,181806,11,6.7,17,2.5,8.7,5.3,13.6,0.0%
"Iredell County, NC",37097,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1568,181806,862.5,819.8,905.1,21.8,758.8,720.4,797.2,0.1%
"Jackson County, NC",37099,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,379,43938,862.6,775.7,949.4,44.3,679.9,608.1,751.6,0.0%
"Johnston County, NC",37101,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,209339,17.7,12.4,24.4,2.9,18.1,12.7,25.1,0.0%
"Johnston County, NC",37101,Alcohol-induced causes,A,All other alcohol-induced causes,A9,23,209339,11,7,16.5,2.3,8.6,5.4,12.8,0.0%
"Johnston County, NC",37101,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1568,209339,749,711.9,786.1,18.9,782.4,742.5,822.2,0.1%
"Jones County, NC",37103,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,109,9419,1157.2,940,1374.5,110.8,722.9,577.6,868.1,0.0%
"Lee County, NC",37105,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,61779,Unreliable,17.3,46,6.9,Unreliable,18.8,51.7,0.0%
"Lee County, NC",37105,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,566,61779,916.2,840.7,991.6,38.5,727,665.8,788.1,0.0%
"Lenoir County, NC",37107,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,55949,Unreliable,13.7,42,6.7,Unreliable,16.2,49.7,0.0%
"Lenoir County, NC",37107,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,708,55949,1265.4,1172.2,1358.7,47.6,902.1,832.7,971.6,0.0%
"Lincoln County, NC",37109,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,86111,Unreliable,5.6,21.4,3.7,Unreliable,5.2,21.7,0.0%
"Lincoln County, NC",37109,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,86111,Unreliable,5.6,21.4,3.7,Unreliable,4.4,18.3,0.0%
"Lincoln County, NC",37109,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,835,86111,969.7,903.9,1035.5,33.6,781.5,726.8,836.1,0.0%
"McDowell County, NC",37111,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,45756,Unreliable,13.6,45.8,7.6,Unreliable,14.5,52,0.0%
"McDowell County, NC",37111,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,509,45756,1112.4,1015.8,1209.1,49.3,760.9,692.8,829.1,0.0%
"Macon County, NC",37113,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,457,35858,1274.5,1157.6,1391.3,59.6,692,622.7,761.4,0.0%
"Madison County, NC",37115,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,265,21755,1218.1,1071.4,1364.8,74.8,787.9,689.8,885.9,0.0%
"Martin County, NC",37117,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,288,22440,1283.4,1135.2,1431.7,75.6,819.9,719.2,920.6,0.0%
"Mecklenburg County, NC",37119,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,179,1110356,16.1,13.8,18.5,1.2,15.2,13,17.5,0.0%
"Mecklenburg County, NC",37119,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,13,1110356,Unreliable,0.6,2,0.3,Unreliable,0.6,1.9,0.0%
"Mecklenburg County, NC",37119,Alcohol-induced causes,A,All other alcohol-induced causes,A9,87,1110356,7.8,6.3,9.7,0.8,7.4,5.9,9.2,0.0%
"Mecklenburg County, NC",37119,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,6171,1110356,555.8,541.9,569.6,7.1,623.2,607.3,639,0.2%
"Mitchell County, NC",37121,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,234,14964,1563.8,1363.4,1764.1,102.2,948.8,818.9,1078.6,0.0%
"Montgomery County, NC",37123,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,341,27173,1254.9,1121.7,1388.1,68,883.6,785.8,981.4,0.0%
"Moore County, NC",37125,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,100880,Unreliable,10.6,28.2,4.2,Unreliable,12.5,34.3,0.0%
"Moore County, NC",37125,Alcohol-induced causes,A,All other alcohol-induced causes,A9,13,100880,Unreliable,6.9,22,3.6,Unreliable,5.1,17.1,0.0%
"Moore County, NC",37125,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1129,100880,1119.2,1053.9,1184.4,33.3,648.6,608.6,688.6,0.0%
"Nash County, NC",37127,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,94298,Unreliable,8.1,24.9,4,Unreliable,8.4,27,0.0%
"Nash County, NC",37127,Alcohol-induced causes,A,All other alcohol-induced causes,A9,14,94298,Unreliable,8.1,24.9,4,Unreliable,7.3,23.4,0.0%
"Nash County, NC",37127,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1097,94298,1163.3,1094.5,1232.2,35.1,882.3,828.8,935.8,0.0%
"New Hanover County, NC",37129,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,57,234473,24.3,18.4,31.5,3.2,25.6,19.3,33.3,0.0%
"New Hanover County, NC",37129,Alcohol-induced causes,A,All other alcohol-induced causes,A9,21,234473,9,5.5,13.7,2,7.9,4.7,12.3,0.0%
"New Hanover County, NC",37129,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2037,234473,868.8,831,906.5,19.2,677.5,647.5,707.6,0.1%
"Northampton County, NC",37131,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,260,19483,1334.5,1172.3,1496.7,82.8,741.6,641.5,841.7,0.0%
"Onslow County, NC",37133,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,197938,16.2,11.1,22.8,2.9,19.4,13,27.8,0.0%
"Onslow County, NC",37133,Alcohol-induced causes,A,All other alcohol-induced causes,A9,19,197938,Unreliable,5.8,15,2.2,Unreliable,7.9,21.2,0.0%
"Onslow County, NC",37133,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1225,197938,618.9,584.2,653.5,17.7,821,774.1,868,0.0%
"Orange County, NC",37135,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,148476,Unreliable,5.2,15.8,2.5,Unreliable,5.6,17.9,0.0%
"Orange County, NC",37135,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,148476,Unreliable,3.2,12.4,2.1,Unreliable,3.1,11.8,0.0%
"Orange County, NC",37135,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,822,148476,553.6,515.8,591.5,19.3,559.6,520.5,598.8,0.0%
"Pamlico County, NC",37137,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,175,12726,1375.1,1171.4,1578.9,104,745.7,618.6,872.7,0.0%
"Pasquotank County, NC",37139,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,39824,Unreliable,23,65.2,10,Unreliable,25.8,73.2,0.0%
"Pasquotank County, NC",37139,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,424,39824,1064.7,963.3,1166,51.7,870.5,786.2,954.9,0.0%
"Pender County, NC",37141,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,63060,Unreliable,8.7,31.2,5.3,Unreliable,10.5,37.8,0.0%
"Pender County, NC",37141,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,615,63060,975.3,898.2,1052.3,39.3,767.4,705,829.8,0.0%
"Perquimans County, NC",37143,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,153,13463,1136.4,956.4,1316.5,91.9,646,534.7,757.3,0.0%
"Person County, NC",37145,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,443,39490,1121.8,1017.3,1226.3,53.3,794.1,717.6,870.6,0.0%
"Pitt County, NC",37147,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,180742,23.8,17.2,32,3.6,25.5,18.3,34.5,0.0%
"Pitt County, NC",37147,Alcohol-induced causes,A,All other alcohol-induced causes,A9,14,180742,Unreliable,4.2,13,2.1,Unreliable,3.8,12.1,0.0%
"Pitt County, NC",37147,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1328,180742,734.7,695.2,774.3,20.2,729.2,689.3,769.1,0.0%
"Polk County, NC",37149,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,300,20724,1447.6,1283.8,1611.4,83.6,633.4,553.7,713.1,0.0%
"Randolph County, NC",37151,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,54,143667,37.6,28.2,49,5.1,39.8,29.6,52.4,0.0%
"Randolph County, NC",37151,Alcohol-induced causes,A,All other alcohol-induced causes,A9,15,143667,Unreliable,5.8,17.2,2.7,Unreliable,5,15.5,0.0%
"Randolph County, NC",37151,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1547,143667,1076.8,1023.1,1130.5,27.4,840,797.1,882.8,0.1%
"Richmond County, NC",37153,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,572,44829,1276,1171.4,1380.5,53.4,998.4,914.7,1082,0.0%
"Robeson County, NC",37155,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,58,130625,44.4,33.7,57.4,5.8,49.4,37.3,64.2,0.0%
"Robeson County, NC",37155,Alcohol-induced causes,A,All other alcohol-induced causes,A9,11,130625,Unreliable,4.2,15.1,2.5,Unreliable,3.9,15.1,0.0%
"Robeson County, NC",37155,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1406,130625,1076.4,1020.1,1132.6,28.7,978.9,926.5,1031.3,0.0%
"Rockingham County, NC",37157,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,91010,27.5,17.8,40.6,5.5,29.7,18.8,44.5,0.0%
"Rockingham County, NC",37157,Alcohol-induced causes,A,All other alcohol-induced causes,A9,20,91010,22,13.4,33.9,4.9,15.2,9,24,0.0%
"Rockingham County, NC",37157,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1201,91010,1319.6,1245,1394.3,38.1,905.2,852.1,958.4,0.0%
"Rowan County, NC",37159,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,45,142088,31.7,23.1,42.4,4.7,34.5,25,46.5,0.0%
"Rowan County, NC",37159,Alcohol-induced causes,A,All other alcohol-induced causes,A9,17,142088,Unreliable,7,19.2,2.9,Unreliable,6,17,0.0%
"Rowan County, NC",37159,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1567,142088,1102.8,1048.2,1157.4,27.9,850.3,807.3,893.3,0.1%
"Rutherford County, NC",37161,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,67029,Unreliable,8.2,29.4,4.9,Unreliable,7.2,27.4,0.0%
"Rutherford County, NC",37161,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,856,67029,1277.1,1191.5,1362.6,43.6,836.5,778.5,894.5,0.0%
"Sampson County, NC",37163,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,682,63531,1073.5,992.9,1154.1,41.1,814.6,752.3,876.9,0.0%
"Scotland County, NC",37165,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,401,34823,1151.5,1038.8,1264.2,57.5,887.3,797.6,977,0.0%
"Stanly County, NC",37167,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,62806,Unreliable,18.2,47.2,6.9,Unreliable,19.9,53,0.0%
"Stanly County, NC",37167,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,717,62806,1141.6,1058,1225.2,42.6,853.7,789.7,917.7,0.0%
"Stokes County, NC",37169,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,532,45591,1166.9,1067.7,1266.1,50.6,745.2,679.6,810.7,0.0%
"Surry County, NC",37171,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,71783,Unreliable,14.9,39.6,5.9,Unreliable,15.6,43,0.0%
"Surry County, NC",37171,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,972,71783,1354.1,1269,1439.2,43.4,912.7,853.7,971.7,0.0%
"Swain County, NC",37173,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,208,14271,1457.5,1259.4,1655.6,101.1,1073.2,922.9,1223.4,0.0%
"Transylvania County, NC",37175,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,441,34385,1282.5,1162.8,1402.2,61.1,591.2,529.8,652.6,0.0%
"Tyrrell County, NC",37177,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,38,4016,946.2,669.6,1298.8,153.5,615.5,433.4,848.4,0.0%
"Union County, NC",37179,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,239859,11.3,7.4,16.4,2.2,13.4,8.7,19.6,0.0%
"Union County, NC",37179,Alcohol-induced causes,A,All other alcohol-induced causes,A9,22,239859,9.2,5.7,13.9,2,8,5,12.3,0.0%
"Union County, NC",37179,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1498,239859,624.5,592.9,656.2,16.1,664.5,630.1,698.9,0.1%
"Vance County, NC",37181,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,44535,Unreliable,12.3,44.2,7.4,Unreliable,14,50.2,0.0%
"Vance County, NC",37181,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,493,44535,1107,1009.3,1204.7,49.9,845.5,768.4,922.7,0.0%
"Wake County, NC",37183,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,102,1111761,9.2,7.4,11,0.9,8.9,7.1,10.6,0.0%
"Wake County, NC",37183,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,17,1111761,Unreliable,0.9,2.4,0.4,Unreliable,0.9,2.4,0.0%
"Wake County, NC",37183,Alcohol-induced causes,A,All other alcohol-induced causes,A9,75,1111761,6.7,5.3,8.5,0.8,6.3,5,8,0.0%
"Wake County, NC",37183,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,5818,1111761,523.3,509.9,536.8,6.9,582.7,567.5,598,0.2%
"Warren County, NC",37185,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,244,19731,1236.6,1081.5,1391.8,79.2,736.2,634.9,837.4,0.0%
"Washington County, NC",37187,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,169,11580,1459.4,1239.4,1679.4,112.3,844.5,709.8,979.1,0.0%
"Watauga County, NC",37189,Alcohol-induced causes,A,All other alcohol-induced causes,A9,11,56177,Unreliable,9.8,35,5.9,Unreliable,9.8,37.6,0.0%
"Watauga County, NC",37189,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,392,56177,697.8,628.7,766.9,35.2,623.2,559.6,686.8,0.0%
"Wayne County, NC",37191,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,123131,30,21.2,41.4,4.9,30.8,21.5,42.9,0.0%
"Wayne County, NC",37191,Alcohol-induced causes,A,All other alcohol-induced causes,A9,11,123131,Unreliable,4.5,16,2.7,Unreliable,3.4,13,0.0%
"Wayne County, NC",37191,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1342,123131,1089.9,1031.6,1148.2,29.8,899.8,850.7,949,0.0%
"Wilkes County, NC",37193,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,68412,Unreliable,16.7,43.4,6.4,Unreliable,18.6,49.5,0.0%
